slug,corpus,cutoff,winner_family,zipf_avg_nll,zm_avg_nll,moe_avg_nll,hierk_avg_nll,hierk_minus_moe,hierk_minus_zm,step2_helps,step2_gain,canonical_source
the_iliad,The Iliad,top50,zm,4.167422725603836,4.164017150050151,4.20981568179175,4.24009974510832,0.030284063316569743,0.0760825950581685,False,-0.03487433006753747,results/zipf_angle4_hierk/hierk_head_window_table.csv
the_iliad,The Iliad,top100,zm,4.557814160124749,4.540503572504167,4.562007881982552,4.608911721648859,0.046903839666306624,0.06840814914469195,False,-0.02551460986956977,results/zipf_angle4_hierk/hierk_head_window_table.csv
the_iliad,The Iliad,top200,zm,4.940331354002146,4.916191166818482,4.916699323713641,4.960733750187658,0.0440344264740169,0.044542583369175937,False,-0.01960436656189052,results/zipf_angle4_hierk/hierk_head_window_table.csv
the_iliad,The Iliad,top500,moe,5.494200959931881,5.468193332848624,5.4467695199950885,5.460115428214409,0.013345908219320357,-0.008077904634214761,False,-0.015693273313431767,results/zipf_angle4_hierk/hierk_head_window_table.csv
the_iliad,The Iliad,top1000,hier,5.8907672399158235,5.867516865495311,5.83814673777768,5.8233115466076715,-0.014835191170008422,-0.04420531888763968,False,-0.01009020984762591,results/zipf_angle4_hierk/hierk_head_window_table.csv
the_iliad,The Iliad,full,hier,6.895521366908629,6.890807298983179,6.883404881675385,6.878643277833837,-0.004761603841547668,-0.012164021149342119,False,-0.0012281540325888018,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,top50,zm,3.936767648557176,3.924322321892648,3.942937301570303,3.9678774604733174,0.024940158903014265,0.04355513858066917,False,-0.02095898672011008,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,top100,zm,4.307350396736521,4.286075644891367,4.291246323009308,4.326485873328668,0.03523955031935966,0.04041022843730069,True,0.018618740018672794,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,top200,moe,4.635839505933964,4.611443452629524,4.606495777520821,4.638424182690013,0.03192840516919215,0.0269807300604894,False,-0.0058327819465053415,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,top500,moe,5.104789810775068,5.081340021906887,5.066923370333473,5.0775059099184,0.010582539584926387,-0.0038341119884872654,False,-0.004400498305306269,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,top1000,hier,5.465769093565166,5.445947473254305,5.428833733925922,5.420606177385932,-0.008227556539989855,-0.025341295868373415,True,0.010355258646035856,results/zipf_angle4_hierk/hierk_head_window_table.csv
democracy_in_america,Democracy in America,full,hier,6.3184319916345855,6.314583858753442,6.311806433399232,6.311458672138045,-0.00034776126118707396,-0.0031251866153976238,False,-0.0010922449526446776,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,top50,zm,4.2394148233091755,4.198143009912232,4.235080845002977,4.253503116492819,0.018422271489842323,0.05536010658058732,False,-0.009837509614949419,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,top100,zm,4.603668426482107,4.53683458397076,4.553332597779077,4.584432974972931,0.03110037719385428,0.04759839100217178,False,-0.007755495429703718,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,top200,moe,4.959016636648633,4.882832154872222,4.879783981318991,4.90825880484258,0.028474823523588988,0.02542664997035793,False,-0.013715133886183478,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,top500,moe,5.452972107773432,5.381552580021853,5.3593221801652,5.363922488140163,0.004600307974962803,-0.01763009188169029,False,-0.011868810600717886,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,top1000,hier,5.789826915823499,5.7301946685019605,5.703184935404163,5.6902625172278345,-0.012922418176328776,-0.03993215127412597,False,-0.005017164049798524,results/zipf_angle4_hierk/hierk_head_window_table.csv
origin_of_species,Origin of Species,full,hier,6.406563746147002,6.383434243183849,6.374942420183649,6.374442239563384,-0.0005001806202642456,-0.008992003620464928,False,-0.0015374229264407124,results/zipf_angle4_hierk/hierk_head_window_table.csv
wealth_of_nations,Wealth of Nations,top50,zm,3.9993587762792315,3.974646657080133,4.010273821621044,4.041544324358528,0.031270502737483774,0.06689766727839475,False,-0.017200752866696326,results/zipf_angle4_hierk/hierk_head_window_table.csv
wealth_of_nations,Wealth of Nations,top100,zm,4.429189766193421,4.378358822772827,4.3883940173803495,4.428016104422067,0.039622087041717435,0.04965728164923977,True,0.0057522927213978226,results/zipf_angle4_hierk/hierk_head_window_table.csv
wealth_of_nations,Wealth of Nations,top200,moe,4.810767261282757,4.750699482715517,4.740369100040931,4.7684646173850735,0.028095517344142173,0.017765134669556204,True,0.005493485700648268,results/zipf_angle4_hierk/hierk_head_window_table.csv
wealth_of_nations,Wealth of Nations,top500,hier,5.282003205933651,5.2246138123960995,5.19752565762183,5.193767569788376,-0.0037580878334537715,-0.030846242607723617,False,-0.005286449127586079,results/zipf_angle4_hierk/hierk_head_window_table.csv
wealth_of_nations,Wealth of Nations,top1000,hier,5.600588765059706,5.551798845304026,5.520873768904871,5.49743494026486,-0.023438828640011344,-0.05436390503916577,True,0.005309330030442358,results/zipf_angle4_hierk/hierk_head_window_table.csv
