slug,corpus,mode,step,rank,expression,math,rmse,uses_new_operator,canonical_source
shakespeare,Complete Works of Shakespeare,post_is_residual,7,10,"add[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]],add[add[add[mul[add[neg[x],sqrt[x]],sub[mul[x,x],sin[x]]],mul[add[erf[x],neg[x]],sub[mul[x,x],sqrt[x]]]],mul[mul[add[sin[x],neg[x]],add[sin[x],neg[x]]],add[log[gamma[x]],mul[log[x],sqrt[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[add[sin[x],neg[x]],add[sin[x],neg[x]]]]]]]","(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))+((((((-x)+sqrt(x))*((x*x)-sin(x)))+((erf(x)+(-x))*((x*x)-sqrt(x))))+(((sin(x)+(-x))*(sin(x)+(-x)))*(log(gamma(x))+(log(x)*sqrt(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*erf(x))-(log(x)/EML(x,x)))+((sin(x)+(-x))*(sin(x)+(-x)))))))",0.17177902532666678,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,1,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],erf[add[add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]],add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+erf(((((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1))))+(((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))))))",0.16905179359906536,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,2,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],sub[add[erf[erf[sub[div[log[x],cosh[x]],mul[log[x],cos[x]]]]],sub[add[mul[sub[sinh[x],1],mul[log[x],neg[x]]],mul[add[neg[x],sqrt[x]],sub[tanh[x],cos[x]]]],tanh[sub[sub[tanh[x],besselj[x]],mul[log[x],sin[x]]]]]],add[erf[erf[sub[div[log[x],cosh[x]],mul[log[x],cos[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],sub[mul[mul[log[x],tan[x]],eml[neg[x],cosh[x]]],mul[mul[sub[x,1],sub[1,x]],sub[add[1,x],eml[x,1]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+((erf(erf(((log(x)/cosh(x))-(log(x)*cos(x)))))+((((sinh(x)-1)*(log(x)*(-x)))+(((-x)+sqrt(x))*(tanh(x)-cos(x))))-tanh(((tanh(x)-J0(x))-(log(x)*sin(x))))))-(erf(erf(((log(x)/cosh(x))-(log(x)*cos(x)))))+(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*tan(x))*EML((-x),cosh(x)))-(((x-1)*(1-x))*((1+x)-EML(x,1))))))))",0.1696232158854593,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,3,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[add[add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]],add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]]],add[add[mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]],mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]]],add[mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]],mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+(((((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1))))+(((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))))+(((((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))+(((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x)))))+((((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))+(((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))))))",0.1697739208787187,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,4,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],erf[mul[add[mul[sub[sub[tanh[x],cos[x]],sub[pow[x,x],besselj[x]]],sub[sub[sinh[x],1],sub[mul[x,x],erf[x]]]],mul[sub[sub[tanh[x],cos[x]],sub[pow[x,x],besselj[x]]],sub[sub[sinh[x],1],sub[mul[x,x],erf[x]]]]],add[mul[sub[sub[tanh[x],cos[x]],sub[pow[x,x],besselj[x]]],sub[sub[sinh[x],1],sub[mul[x,x],erf[x]]]],mul[sub[sub[tanh[x],cos[x]],sub[pow[x,x],besselj[x]]],sub[sub[sinh[x],1],sub[mul[x,x],erf[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+erf((((((tanh(x)-cos(x))-(pow(x,x)-J0(x)))*((sinh(x)-1)-((x*x)-erf(x))))+(((tanh(x)-cos(x))-(pow(x,x)-J0(x)))*((sinh(x)-1)-((x*x)-erf(x)))))*((((tanh(x)-cos(x))-(pow(x,x)-J0(x)))*((sinh(x)-1)-((x*x)-erf(x))))+(((tanh(x)-cos(x))-(pow(x,x)-J0(x)))*((sinh(x)-1)-((x*x)-erf(x))))))))",0.1704187668224523,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,5,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[add[add[neg[mul[add[neg[x],pow[x,x]],add[neg[x],sinh[x]]]],neg[mul[add[neg[x],pow[x,x]],add[neg[x],sinh[x]]]]],add[mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]],mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]]]],add[add[neg[mul[add[neg[x],pow[x,x]],add[neg[x],sinh[x]]]],neg[mul[add[neg[x],pow[x,x]],add[neg[x],sinh[x]]]]],add[mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]],mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+((((-(((-x)+pow(x,x))*((-x)+sinh(x))))+(-(((-x)+pow(x,x))*((-x)+sinh(x)))))+((((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))+(((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))))+(((-(((-x)+pow(x,x))*((-x)+sinh(x))))+(-(((-x)+pow(x,x))*((-x)+sinh(x)))))+((((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))+(((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))))))",0.17064720406550848,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,6,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[sub[add[neg[mul[sub[pow[x,x],sqrt[x]],sub[mul[x,x],erf[x]]]],neg[mul[sub[pow[x,x],sqrt[x]],sub[mul[x,x],erf[x]]]]],mul[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]]]],add[add[mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]],mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]]],erf[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+((((-((pow(x,x)-sqrt(x))*((x*x)-erf(x))))+(-((pow(x,x)-sqrt(x))*((x*x)-erf(x)))))-((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))*tanh(((cos(x)/(x+x))*log(gamma(x))))))+(((((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))+(((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x)))))+erf((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))))))",0.17074685663074685,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,7,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[neg[mul[sub[mul[div[div[1,x],eml[1,x]],sub[pow[x,x],sqrt[x]]],mul[mul[log[x],pow[x,x]],mul[log[x],pow[x,x]]]],sub[mul[sub[sin[x],erf[x]],sub[sinh[x],pow[x,x]]],mul[mul[sub[x,1],sub[1,x]],sub[add[1,x],eml[x,1]]]]]],add[add[mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]],mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]]],add[mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]],mul[sub[mul[log[x],erf[x]],div[log[x],eml[x,x]]],mul[sub[erf[x],besselj[x]],sub[erf[x],sqrt[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+((-(((((1/x)/EML(1,x))*(pow(x,x)-sqrt(x)))-((log(x)*pow(x,x))*(log(x)*pow(x,x))))*(((sin(x)-erf(x))*(sinh(x)-pow(x,x)))-(((x-1)*(1-x))*((1+x)-EML(x,1))))))+(((((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))+(((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x)))))+((((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))+(((log(x)*erf(x))-(log(x)/EML(x,x)))*((erf(x)-J0(x))*(erf(x)-sqrt(x))))))))",0.1707527304635038,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,8,"erf[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]]]","erf(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))))))",0.17101235992667246,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,9,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[tanh[tanh[sub[mul[sub[tanh[x],erf[x]],sub[tanh[x],erf[x]]],mul[sub[sin[x],erf[x]],sub[tanh[x],cos[x]]]]]],sub[sub[sub[mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]],mul[sub[sin[x],erf[x]],sub[tan[x],cosh[x]]]],sub[mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]],mul[add[neg[x],sqrt[x]],sub[tanh[x],cos[x]]]]],mul[tanh[mul[div[cos[x],add[x,x]],log[gamma[x]]]],add[mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]],mul[mul[log[x],neg[x]],sub[pow[x,x],besselj[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+(tanh(tanh((((tanh(x)-erf(x))*(tanh(x)-erf(x)))-((sin(x)-erf(x))*(tanh(x)-cos(x))))))+(((((tanh(x)-J0(x))*EML((-x),cosh(x)))-((sin(x)-erf(x))*(tan(x)-cosh(x))))-(((tanh(x)-J0(x))*EML((-x),cosh(x)))-(((-x)+sqrt(x))*(tanh(x)-cos(x)))))-(tanh(((cos(x)/(x+x))*log(gamma(x))))*(((log(x)*(-x))*(pow(x,x)-J0(x)))+((log(x)*(-x))*(pow(x,x)-J0(x))))))))",0.17101245447073238,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,8,10,"add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],add[add[add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]],add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]]],add[add[mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]],mul[mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]],mul[sub[sin[x],besselj[x]],sub[sin[x],pow[x,x]]]]],erf[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]]]]]]","(erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+(((((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1))))+(((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))))+(((((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x))))+(((sin(x)-J0(x))*(sin(x)-pow(x,x)))*((sin(x)-J0(x))*(sin(x)-pow(x,x)))))+erf((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))))))",0.1710511175014994,True,results/zipf_widened_grammar_diagnostic/summary.json
shakespeare,Complete Works of Shakespeare,post_is_residual,9,1,"erf[add[erf[add[add[sub[mul[sub[mul[x,x],erf[x]],eml[neg[x],cosh[x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]],mul[sub[div[log[x],1],mul[log[x],mul[x,x]]],mul[sub[tanh[x],besselj[x]],eml[neg[x],cosh[x]]]]],add[neg[mul[sub[sinh[x],sqrt[x]],sub[sinh[x],sqrt[x]]]],sub[mul[sub[sqrt[x],1],sub[sinh[x],pow[x,x]]],mul[sub[tan[x],cosh[x]],sub[pow[x,x],besselj[x]]]]]]],erf[add[add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]],add[mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]],mul[sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]],sub[add[mul[x,x],neg[x]],sub[sqrt[x],1]]]]]]]]","erf((erf(((((((x*x)-erf(x))*EML((-x),cosh(x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x))))+(((log(x)/1)-(log(x)*(x*x)))*((tanh(x)-J0(x))*EML((-x),cosh(x)))))+((-((sinh(x)-sqrt(x))*(sinh(x)-sqrt(x))))+(((sqrt(x)-1)*(sinh(x)-pow(x,x)))-((tan(x)-cosh(x))*(pow(x,x)-J0(x)))))))+erf(((((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1))))+(((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1)))+((((x*x)+(-x))-(sqrt(x)-1))*(((x*x)+(-x))-(sqrt(x)-1))))))))",0.16851666145281816,True,results/zipf_widened_grammar_diagnostic/summary.json
