transition_fraction,sigmoid_width,tail_slope_b2,tail_head_slope_contrast,transition_k,single_zm_c,theta_deg,angle_r2,winner_full,winner_top100,flip_lambda,source_model
0.65,0.2,2.4,0.59999999997981,404.36882145138543,2.906868719986779,-61.414294977741925,0.785812244060211,xpow,exp,0.0,legacy_coupled_logistic
0.65,0.2,2.6,0.39999999997980984,404.36882145138543,4.575947905367299,-68.6952077348008,0.8067565248904929,xpow,exp,0.0,legacy_coupled_logistic
0.65,0.5,1.6,1.3999999999798098,404.36882145138543,1.1730434871038737,-47.53789671106414,0.6609518415723561,exp,exp,1.05,legacy_coupled_logistic
0.65,0.5,1.8,1.1999999999798099,404.36882145138543,3.4853602980008302,-48.51949396494183,0.5875375555171943,exp,exp,1.05,legacy_coupled_logistic
0.65,0.5,2.0,0.9999999999798099,404.36882145138543,8.636921767628621,-47.18201086122645,0.49971892431506504,exp,exp,1.05,legacy_coupled_logistic
0.65,0.5,2.2,0.7999999999798098,404.36882145138543,19.54605701394879,-41.720700654782554,0.5821269011856125,exp,exp,1.05,legacy_coupled_logistic
0.65,0.5,2.4,0.59999999997981,404.36882145138543,36.89241415905801,-36.47922980118311,0.8294331252023035,exp,exp,1.05,legacy_coupled_logistic
0.65,0.5,2.6,0.39999999997980984,404.36882145138543,63.5922013465231,-33.396235658253715,0.9312175353539139,exp,is,1.05,legacy_coupled_logistic
0.65,0.8,1.6,1.3999999999798098,404.36882145138543,0.4323064109148675,-46.23174996172864,0.7514332480496866,exp,exp,1.05,legacy_coupled_logistic
0.65,0.8,1.8,1.1999999999798099,404.36882145138543,2.214073463611515,-47.02255358643155,0.6709121549085961,exp,exp,1.05,legacy_coupled_logistic
0.65,0.8,2.0,0.9999999999798099,404.36882145138543,6.0077861231867224,-46.264476064851436,0.5956712087750236,exp,exp,1.05,legacy_coupled_logistic
0.65,0.8,2.2,0.7999999999798098,404.36882145138543,13.596109036386444,-42.369475481984196,0.6380728759982779,exp,exp,1.05,legacy_coupled_logistic
0.65,0.8,2.4,0.59999999997981,404.36882145138543,28.09982942694006,-36.31384422555018,0.874389087355526,exp,exp,1.05,legacy_coupled_logistic
0.65,0.8,2.6,0.39999999997980984,404.36882145138543,53.037323296343196,-32.3326801389356,0.962286536772439,exp,is,1.05,legacy_coupled_logistic
0.65,1.1,1.6,1.3999999999798098,404.36882145138543,0.47337226245396863,-46.30259206995832,0.7889589861381833,xpow,exp,0.0,legacy_coupled_logistic
0.65,1.1,1.8,1.1999999999798099,404.36882145138543,2.214073463611515,-47.0902229943887,0.7115772150690164,exp,exp,1.05,legacy_coupled_logistic
0.65,1.1,2.0,0.9999999999798099,404.36882145138543,6.0077861231867224,-45.92750806777611,0.6385483400110876,exp,exp,1.05,legacy_coupled_logistic
0.65,1.1,2.2,0.7999999999798098,404.36882145138543,13.596109036386444,-40.79919987570167,0.7378144277532248,exp,exp,1.05,legacy_coupled_logistic
0.65,1.1,2.4,0.59999999997981,404.36882145138543,30.769101485799318,-32.626198649818576,0.9607823747506911,exp,exp,1.05,legacy_coupled_logistic
0.65,1.1,2.6,0.39999999997980984,404.36882145138543,58.07546936479891,-29.31623019947271,0.987815719403628,exp,is,1.05,legacy_coupled_logistic
0.65,1.4,1.6,1.3999999999798098,404.36882145138543,0.9783445980613086,-47.211212179546735,0.7830002267443403,exp,exp,1.05,legacy_coupled_logistic
0.65,1.4,1.8,1.1999999999798099,404.36882145138543,3.1829993446657214,-47.72813788679679,0.7030685650029977,exp,exp,1.05,legacy_coupled_logistic
0.65,1.4,2.0,0.9999999999798099,404.36882145138543,8.636921767628621,-43.643550916510904,0.6621537773350807,exp,exp,1.05,legacy_coupled_logistic
0.65,1.4,2.2,0.7999999999798098,404.36882145138543,17.850403214234102,-35.52753651678101,0.9053996058315298,exp,exp,1.05,legacy_coupled_logistic
0.65,1.4,2.4,0.59999999997981,404.36882145138543,36.89241415905801,-27.778351345197017,0.9912214362903087,exp,exp,1.05,legacy_coupled_logistic
0.65,1.4,2.6,0.39999999997980984,404.36882145138543,63.5922013465231,-25.9994437522616,0.9944734224497697,exp,is,1.05,legacy_coupled_logistic
0.65,1.7,1.6,1.3999999999798098,404.36882145138543,2.0219988125071415,-48.65537979832871,0.748745854407785,exp,exp,1.05,legacy_coupled_logistic
0.65,1.7,1.8,1.1999999999798099,404.36882145138543,5.486600425202466,-47.51920466317626,0.6412458943335411,exp,exp,1.05,legacy_coupled_logistic
