grid_index,domain_value,sr_x,log_p_emp,log_p_fit,residual
239,-0.72793866488820935,0.86330273345942288,-1.6092313532259082,-1.5040444868779823,-0.10518686634792584
240,-0.71593952309751741,0.86392281263079873,-1.611959342969,-1.5004626628343432,-0.11149668013465686
241,-0.70394038130682546,0.86454031350295701,-1.6147576621522268,-1.4969371496363939,-0.11782051251583292
242,-0.69194123951613351,0.86515525742836386,-1.6176153351556581,-1.4934679472841343,-0.1241473878715238
243,-0.67994209772544201,0.8657676654953298,-1.6205210764064404,-1.4900550557775647,-0.13046602062887569
244,-0.66794295593475006,0.86637755853234955,-1.6234633525469138,-1.4866984751166845,-0.13676487743022925
245,-0.65594381414405811,0.86698495711235124,-1.6264304487011674,-1.4833982053014942,-0.14303224339967313
246,-0.64394467235336617,0.86758988155686156,-1.6294105384744155,-1.4801542463319937,-0.14925629214242186
247,-0.63194553056267422,0.86819235194008548,-1.6323917572381399,-1.476966598208183,-0.15542515902995691
248,-0.61994638877198227,0.86879238809290216,-1.6353622781694697,-1.473835260930062,-0.16152701723940766
249,-0.60794724698129032,0.86939000960678281,-1.6383103904279215,-1.4707602344976309,-0.16755015593029055
250,-0.59594810519059838,0.86998523583762888,-1.6412245787693878,-1.4677415189108893,-0.17348305985849843
251,-0.58394896339990643,0.87057808590953301,-1.6440936038174281,-1.4647791141698376,-0.17931448964759045
252,-0.57194982160921448,0.87116857871846631,-1.6469065821399793,-1.4618730202744756,-0.18503356186550368
253,-0.55995067981852253,0.87175673293589229,-1.6496530652172636,-1.4590232372248035,-0.19062982799246009
254,-0.54795153802783059,0.87234256701230894,-1.6523231163369654,-1.4562297650208214,-0.19609335131614403
255,-0.53595239623713864,0.87292609918072206,-1.6549073844194773,-1.4534926036625286,-0.20141478075694863
256,-0.52395325444644669,0.87350734746005054,-1.6573971737597371,-1.4508117531499258,-0.20658542060981122
257,-0.51195411265575475,0.87408632965846433,-1.6597845086771954,-1.4481872134830129,-0.21159729519418247
258,-0.4999549708650628,0.874663063376658,-1.6620621920912517,-1.4456189846617895,-0.21644320742946221
259,-0.48795582907437085,0.87523756601106284,-1.6642238570885235,-1.443107066686256,-0.2211167904022675
260,-0.4759566872836789,0.87580985475699369,-1.6662640106199422,-1.4406514595564124,-0.22561255106352984
261,-0.46395754549298696,0.87637994661173746,-1.6681780685594845,-1.4382521632722582,-0.22992590528722623
262,-0.45195840370229501,0.87694785837758293,-1.6699623814713449,-1.435909177833794,-0.23405320363755089
