corpus,V,k,rmse,bic,w_gate,w_tail,s
Democracy in America,9301,271.4417616594907,0.11260899953082805,-40541.43250782281,3.0424286995895167,0.42341052363768655,114.93129844138106
Democracy in America,9301,202.443523167002,0.11239680486137515,-40576.518237473305,3.198548965475662,0.5734354635839383,116.08829555683555
Complete Sherlock Holmes,7817,73.68062997280774,0.10864686694176702,-34621.369256252096,2.9659218237360747,1.1830010592452578,87.16426330368944
Democracy in America,9301,376.0603093086394,0.1472367251405894,-35553.8637223363,1.9713679083469877,2.783349986042322,1046.7074566652727
Democracy in America,9301,521.0007309586913,0.14662824914751862,-35630.898330673925,1.7423228914139894,1.9724788300600964,1027.6629122618544
Origin of Species,6887,27.70836049762948,0.1107504024366679,-30229.823161424516,4.588053011887759,3.3104284972198257,91.72654620259274
Origin of Species,6887,20.0,0.11125852148674331,-30166.773047107094,4.9071523995923245,4.596849406016498,91.93698812032997
Canterbury Tales,17653,521.0007309586913,0.11234968347347847,-77095.81903352373,2.679495679787019,0.37290518718314514,194.2838751007062
Origin of Species,6887,53.18295896944989,0.10988927193213195,-30337.340287065672,4.145233535286078,1.7135602554203853,91.13220475570243
Democracy in America,9301,721.8038036465944,0.14576812875787334,-35740.33884941827,1.51421330770083,1.4067226992839579,1015.3777950191651
Origin of Species,6887,73.68062997280774,0.10959192665799801,-30374.66135454592,4.031692236454225,1.2313702366573938,90.72813476668212
Origin of Species,6887,38.38766207332969,0.1102836806744212,-30287.991883794668,4.327100179707839,2.3825693009744606,91.46126519209695
Origin of Species,6887,132.32899708731787,0.10935616526492097,-30404.32481180479,3.887919586872088,0.6780712776105888,89.72849211992552
